Employee_ID,Age,Years_Experience,Salary,Attrition,Department_HR,Department_IT,Department_Marketing,Department_Sales,Remote_Worker_No,Remote_Worker_Yes,Performance_High,Performance_Low,Performance_Medium
EMP_0062,25.0,5.0,66990,No,1,0,0,0,1,0,False,True,False
EMP_0063,45.0,2.0,56193,No,0,0,0,1,1,0,True,False,False
EMP_0064,30.0,3.0,70109,No,1,0,0,0,0,1,False,True,False
EMP_0065,25.0,3.0,59233,Yes,0,1,0,0,1,0,False,False,True
EMP_0066,35.0,15.0,74510,Yes,0,0,0,1,0,1,True,False,False
EMP_0067,25.0,1.0,41306,No,0,0,1,0,0,1,False,False,True
EMP_0068,45.0,2.0,43849,Yes,0,1,0,0,0,1,True,False,False
EMP_0069,22.0,1.0,52360,No,0,1,0,0,0,1,True,False,False
EMP_0070,33.69500438212095,7.0,85800,No,0,0,1,0,1,0,False,False,True
EMP_0071,45.0,10.0,76963,Yes,0,0,1,0,1,0,False,False,True
EMP_0072,25.0,2.0,94330,No,1,0,0,0,1,0,True,False,False
EMP_0073,22.0,3.0,91707,No,0,0,0,1,0,1,True,False,False
EMP_0074,45.0,10.0,58689,No,0,0,1,0,0,1,False,False,True
EMP_0075,40.0,7.0,69084,No,0,0,1,0,0,1,False,True,False
EMP_0076,40.0,3.0,80387,Yes,0,0,0,1,1,0,False,False,True
EMP_0077,45.0,5.0,114816,No,0,0,1,0,0,1,True,False,False
EMP_0078,22.0,3.0,42642,Yes,0,0,1,0,1,0,False,False,True
EMP_0079,30.0,2.0,82137,No,1,0,0,0,1,0,False,True,False
EMP_0080,25.0,5.0,119832,No,0,1,0,0,1,0,False,False,True
EMP_0081,50.0,5.0,95561,No,0,1,0,0,1,0,True,False,False
EMP_0082,35.0,10.0,102260,No,0,1,0,0,0,1,False,False,True
EMP_0083,30.0,5.0,55438,No,0,1,0,0,1,0,True,False,False
EMP_0084,22.0,7.0,88442,No,0,0,1,0,0,1,True,False,False
EMP_0085,30.0,2.0,42994,No,0,0,0,1,1,0,False,False,True
EMP_0086,30.0,3.0,41813,No,0,0,0,1,0,1,True,False,False
EMP_0087,40.0,1.0,95276,No,1,0,0,0,0,1,True,False,False
EMP_0088,35.0,2.0,81243,Yes,1,0,0,0,1,0,False,True,False
EMP_0089,50.0,7.0,102912,No,0,0,1,0,1,0,False,True,False
EMP_0090,30.0,3.0,100272,Yes,0,0,0,1,1,0,False,True,False
EMP_0091,25.0,1.0,82051,No,0,0,0,1,0,1,False,True,False
EMP_0092,40.0,3.0,118854,No,0,1,0,0,1,0,True,False,False
EMP_0093,45.0,10.0,105618,No,0,0,1,0,1,0,False,False,True
EMP_0094,35.0,2.0,41920,No,0,0,1,0,0,1,True,False,False
EMP_0095,45.0,5.0,117219,No,0,1,0,0,1,0,True,False,False
EMP_0096,30.0,7.0,116872,No,0,0,1,0,0,1,True,False,False
EMP_0097,35.0,5.0,42093,Yes,0,0,1,0,1,0,False,False,True
EMP_0098,30.0,2.0,52905,No,1,0,0,0,0,1,False,True,False
EMP_0099,22.0,3.0,64351,No,0,0,0,1,0,1,True,False,False
EMP_0100,25.0,7.0,70981,No,0,0,1,0,1,0,True,False,False
EMP_0101,22.0,5.0,113903,No,1,0,0,0,0,1,False,True,False
EMP_0102,35.0,1.0,110821,No,0,0,0,1,1,0,True,False,False
EMP_0103,30.0,7.0,118513,No,0,1,0,0,1,0,False,False,True
EMP_0104,35.0,1.0,59874,No,1,0,0,0,0,1,True,False,False
EMP_0105,50.0,7.0,90931,No,1,0,0,0,1,0,True,False,False
EMP_0106,25.0,2.0,47674,No,0,0,0,1,0,1,False,True,False
EMP_0107,30.0,3.0,90516,Yes,0,1,0,0,0,1,True,False,False
EMP_0108,45.0,3.0,100686,No,1,0,0,0,0,1,True,False,False
EMP_0109,25.0,2.0,109212,No,0,0,1,0,0,1,False,False,True
EMP_0110,22.0,1.0,42426,No,0,0,1,0,0,1,False,True,False
EMP_0111,25.0,2.0,108498,No,0,0,1,0,0,1,False,True,False
EMP_0112,25.0,10.0,69943,No,0,1,0,0,0,1,False,False,True
EMP_0113,50.0,3.0,106395,No,1,0,0,0,0,1,True,False,False
EMP_0114,45.0,3.0,84816,No,0,0,1,0,1,0,False,True,False
EMP_0115,35.0,3.0,44138,Yes,0,1,0,0,1,0,False,True,False
EMP_0116,50.0,7.0,115945,No,0,0,1,0,0,1,True,False,False
EMP_0117,45.0,10.0,44017,No,0,0,0,1,1,0,True,False,False
EMP_0118,25.0,5.0,50451,No,1,0,0,0,1,0,False,True,False
EMP_0119,50.0,3.0,102956,No,1,0,0,0,1,0,True,False,False
EMP_0120,35.0,3.0,50278,No,0,1,0,0,1,0,False,True,False
EMP_0121,45.0,5.0,83764,No,0,1,0,0,1,0,True,False,False
EMP_0122,50.0,1.0,41134,No,1,0,0,0,1,0,True,False,False
EMP_0123,30.0,5.0,102943,Yes,0,0,1,0,0,1,False,False,True
EMP_0124,25.0,3.0,94318,No,0,0,1,0,1,0,True,False,False
EMP_0125,25.0,7.0,100128,No,0,0,0,1,1,0,False,False,True
EMP_0126,30.0,1.0,61869,No,0,0,1,0,1,0,True,False,False
EMP_0127,45.0,5.0,45039,Yes,0,1,0,0,1,0,False,True,False
EMP_0128,50.0,3.0,61281,No,0,1,0,0,0,1,False,True,False
EMP_0129,22.0,5.0,50442,Yes,0,0,1,0,0,1,True,False,False
EMP_0130,35.0,1.0,113788,No,0,1,0,0,0,1,True,False,False
EMP_0131,30.0,5.0,67586,No,1,0,0,0,0,1,False,True,False
EMP_0132,25.0,5.0,93053,No,1,0,0,0,1,0,True,False,False
EMP_0133,25.0,5.0,90489,No,0,0,1,0,0,1,False,False,True
EMP_0134,30.0,5.0,107087,No,1,0,0,0,0,1,False,False,True
EMP_0135,50.0,5.0,52625,No,1,0,0,0,0,1,False,False,True
EMP_0136,30.0,10.0,74397,No,0,0,0,1,0,1,False,False,True
EMP_0137,35.0,2.0,98671,No,0,0,0,1,1,0,False,False,True
EMP_0138,40.0,10.0,106897,No,1,0,0,0,0,1,True,False,False
EMP_0139,30.0,3.0,66149,No,0,0,1,0,1,0,True,False,False
EMP_0140,33.69500438212095,1.0,100030,No,0,0,0,1,0,1,False,False,True
EMP_0141,33.69500438212095,1.0,109906,Yes,0,1,0,0,1,0,True,False,False
EMP_0142,25.0,2.0,45283,No,0,1,0,0,1,0,True,False,False
EMP_0143,30.0,7.0,47610,No,0,1,0,0,0,1,False,False,True
EMP_0144,30.0,7.0,83326,No,0,0,1,0,0,1,True,False,False
EMP_0145,25.0,7.0,54924,No,1,0,0,0,0,1,True,False,False
EMP_0146,22.0,3.0,116162,No,0,1,0,0,0,1,True,False,False
EMP_0147,35.0,3.0,40869,No,0,0,1,0,1,0,False,False,True
EMP_0148,35.0,1.0,41014,Yes,0,0,0,1,1,0,True,False,False
EMP_0149,22.0,2.0,50103,No,1,0,0,0,0,1,False,True,False
EMP_0150,25.0,3.0,73458,No,0,0,0,1,0,1,False,True,False
EMP_0151,50.0,1.0,63248,No,0,0,1,0,1,0,False,False,True
EMP_0152,25.0,2.0,83516,No,0,1,0,0,0,1,False,True,False
EMP_0153,25.0,5.0,69061,No,0,1,0,0,1,0,False,False,True
EMP_0154,30.0,7.0,64170,No,0,0,1,0,0,1,False,True,False
EMP_0155,33.69500438212095,3.0,48024,Yes,0,1,0,0,1,0,False,True,False
EMP_0156,25.0,15.0,83803,Yes,1,0,0,0,1,0,False,True,False
EMP_0157,40.0,5.0,59296,No,0,0,1,0,1,0,False,False,True
EMP_0158,45.0,3.0,58257,No,0,0,0,1,1,0,False,False,True
EMP_0159,25.0,5.0,52855,No,0,0,1,0,1,0,True,False,False
EMP_0160,40.0,7.0,60025,No,1,0,0,0,0,1,False,False,True
EMP_0161,30.0,1.0,44458,Yes,1,0,0,0,1,0,False,True,False
EMP_0162,35.0,3.0,103610,No,0,0,1,0,0,1,False,True,False
EMP_0163,35.0,10.0,110843,No,0,0,1,0,1,0,False,False,True
EMP_0164,35.0,3.0,89831,Yes,0,1,0,0,1,0,False,False,True
EMP_0165,22.0,5.0,83427,No,1,0,0,0,0,1,False,False,True
EMP_0166,45.0,5.0,78506,No,0,0,1,0,0,1,True,False,False
EMP_0167,30.0,2.0,45668,No,0,0,1,0,0,1,False,True,False
EMP_0168,25.0,3.0,87195,No,1,0,0,0,0,1,True,False,False
EMP_0169,22.0,2.0,113233,No,0,0,1,0,1,0,True,False,False
EMP_0170,35.0,1.0,64417,No,0,1,0,0,0,1,False,True,False
EMP_0171,40.0,1.0,50751,No,1,0,0,0,1,0,False,True,False
EMP_0172,22.0,10.0,86218,No,0,1,0,0,0,1,False,False,True
EMP_0173,35.0,2.0,47352,No,0,1,0,0,0,1,False,False,True
EMP_0174,25.0,3.0,119052,No,0,1,0,0,1,0,True,False,False
EMP_0175,35.0,2.0,68927,No,0,1,0,0,1,0,False,False,True
EMP_0176,25.0,15.0,81094,No,1,0,0,0,0,1,False,False,True
EMP_0177,40.0,2.0,94122,No,0,1,0,0,1,0,False,True,False
EMP_0178,30.0,3.0,69493,No,0,1,0,0,1,0,False,True,False
EMP_0179,50.0,10.0,113539,No,0,0,1,0,1,0,False,False,True
EMP_0180,25.0,10.0,71707,No,1,0,0,0,1,0,False,True,False
EMP_0181,30.0,2.0,108814,No,1,0,0,0,1,0,False,False,True
EMP_0182,25.0,10.0,47296,No,0,0,0,1,1,0,False,True,False
EMP_0183,50.0,3.0,65398,No,1,0,0,0,1,0,False,True,False
EMP_0184,50.0,3.0,75842,No,1,0,0,0,1,0,False,True,False
EMP_0185,25.0,1.0,53261,No,0,0,0,1,0,1,False,True,False
EMP_0186,40.0,1.0,116709,No,1,0,0,0,1,0,False,False,True
EMP_0187,45.0,7.0,96704,No,1,0,0,0,0,1,True,False,False
EMP_0188,35.0,3.0,107173,Yes,1,0,0,0,1,0,False,True,False
EMP_0189,35.0,3.0,71781,No,1,0,0,0,1,0,False,False,True
EMP_0190,25.0,7.0,53652,No,0,0,0,1,1,0,False,False,True
EMP_0191,22.0,7.0,45103,No,1,0,0,0,1,0,False,True,False
EMP_0192,50.0,2.0,65500,Yes,1,0,0,0,0,1,True,False,False
EMP_0193,50.0,5.0,75529,Yes,0,0,0,1,0,1,False,True,False
EMP_0194,35.0,1.0,58452,No,0,0,1,0,1,0,False,False,True
EMP_0195,30.0,7.0,89393,No,0,1,0,0,0,1,True,False,False
EMP_0196,30.0,5.0,71174,No,0,0,1,0,1,0,False,False,True
EMP_0197,40.0,3.0,104450,No,0,0,0,1,1,0,False,True,False
EMP_0198,50.0,1.0,75436,No,0,1,0,0,0,1,True,False,False
EMP_0199,50.0,1.0,87406,No,0,0,0,1,0,1,False,False,True
EMP_0200,45.0,2.0,103059,No,0,0,0,1,1,0,False,False,True
EMP_0201,35.0,2.0,55954,No,1,0,0,0,1,0,False,False,True
EMP_0202,22.0,2.0,52356,No,0,1,0,0,0,1,False,True,False
EMP_0203,25.0,15.0,42187,Yes,1,0,0,0,1,0,True,False,False
EMP_0204,50.0,2.0,117243,Yes,0,1,0,0,0,1,False,True,False
EMP_0205,35.0,2.0,75098,No,0,0,0,1,1,0,False,True,False
EMP_0206,22.0,7.0,61225,No,0,0,0,1,1,0,False,True,False
EMP_0207,25.0,3.0,43606,No,0,0,1,0,0,1,True,False,False
EMP_0208,40.0,7.0,97620,No,0,1,0,0,0,1,False,True,False
EMP_0209,22.0,1.0,72828,No,1,0,0,0,0,1,False,True,False
EMP_0210,25.0,3.0,66489,No,0,0,1,0,1,0,False,True,False
EMP_0211,35.0,1.0,54387,No,0,0,1,0,1,0,False,True,False
EMP_0212,40.0,1.0,109463,No,0,0,1,0,1,0,False,False,True
EMP_0213,40.0,15.0,111832,No,1,0,0,0,1,0,False,True,False
EMP_0214,25.0,1.0,42591,No,0,0,1,0,0,1,False,False,True
EMP_0215,40.0,3.0,88516,No,1,0,0,0,1,0,False,True,False
EMP_0216,25.0,3.0,102061,No,0,0,1,0,1,0,True,False,False
EMP_0217,30.0,2.0,106736,No,1,0,0,0,1,0,False,False,True
EMP_0218,40.0,10.0,101753,No,0,0,0,1,0,1,False,False,True
EMP_0219,35.0,1.0,51087,No,0,0,0,1,1,0,False,False,True
EMP_0220,45.0,5.0,70816,No,0,0,0,1,1,0,False,False,True
EMP_0221,40.0,3.0,63408,No,0,0,0,1,0,1,True,False,False
EMP_0222,35.0,5.0,40136,Yes,0,0,0,1,1,0,False,True,False
EMP_0223,22.0,15.0,57413,No,0,0,1,0,1,0,False,False,True
EMP_0224,30.0,1.0,99500,No,0,0,1,0,0,1,True,False,False
EMP_0225,25.0,3.0,96358,Yes,0,0,1,0,1,0,False,False,True
EMP_0226,25.0,2.0,106197,Yes,1,0,0,0,1,0,False,True,False
EMP_0227,33.69500438212095,7.0,72854,Yes,1,0,0,0,1,0,False,False,True
EMP_0228,30.0,3.0,116240,No,1,0,0,0,0,1,True,False,False
EMP_0229,50.0,2.0,56322,No,1,0,0,0,1,0,False,True,False
EMP_0230,35.0,5.0,46968,No,0,0,0,1,1,0,True,False,False
EMP_0231,45.0,2.0,67518,No,0,0,0,1,0,1,False,True,False
EMP_0232,35.0,5.0,91925,No,0,0,0,1,0,1,False,True,False
EMP_0233,35.0,3.0,99848,No,0,1,0,0,1,0,False,True,False
EMP_0234,30.0,3.0,41700,No,0,0,1,0,1,0,False,False,True
EMP_0235,25.0,5.0,63199,No,1,0,0,0,1,0,True,False,False
EMP_0236,40.0,2.0,84589,Yes,1,0,0,0,1,0,True,False,False
EMP_0237,25.0,1.0,72115,No,0,0,0,1,0,1,True,False,False
EMP_0238,22.0,2.0,101934,No,1,0,0,0,1,0,False,True,False
EMP_0239,35.0,2.0,94316,No,1,0,0,0,0,1,False,False,True
EMP_0240,25.0,2.0,45520,No,0,0,1,0,0,1,False,True,False
EMP_0241,50.0,10.0,76455,No,0,0,0,1,1,0,True,False,False
EMP_0242,33.69500438212095,5.0,81605,No,0,0,1,0,1,0,False,False,True
EMP_0243,50.0,3.0,54955,No,0,1,0,0,0,1,False,False,True
EMP_0244,30.0,1.0,84049,Yes,0,1,0,0,0,1,False,False,True
EMP_0245,22.0,10.0,53917,No,0,1,0,0,1,0,True,False,False
EMP_0246,50.0,7.0,110293,No,0,0,0,1,0,1,False,False,True
EMP_0247,30.0,1.0,118581,No,1,0,0,0,1,0,False,False,True
EMP_0248,33.69500438212095,7.0,104925,No,0,0,0,1,1,0,False,True,False
EMP_0249,33.69500438212095,3.0,110269,No,0,0,0,1,0,1,False,True,False
EMP_0250,50.0,1.0,70954,No,1,0,0,0,0,1,False,False,True
EMP_0251,25.0,3.0,112617,No,0,0,1,0,1,0,False,False,True
EMP_0252,30.0,3.0,81458,No,0,1,0,0,0,1,False,True,False
EMP_0253,50.0,2.0,61113,No,0,0,1,0,1,0,False,True,False
EMP_0254,30.0,15.0,83939,No,0,1,0,0,1,0,False,True,False
EMP_0255,25.0,10.0,69345,No,0,0,0,1,1,0,True,False,False
EMP_0256,35.0,5.0,86313,No,0,1,0,0,0,1,True,False,False
EMP_0257,50.0,3.0,109166,No,0,0,0,1,1,0,False,True,False
EMP_0258,40.0,3.0,87861,No,0,0,1,0,1,0,False,False,True
EMP_0259,35.0,5.0,89298,Yes,0,0,0,1,1,0,False,True,False
EMP_0260,22.0,3.0,87221,No,0,0,1,0,1,0,True,False,False
EMP_0261,35.0,1.0,84942,Yes,1,0,0,0,1,0,False,False,True
EMP_0262,33.69500438212095,3.0,43453,Yes,1,0,0,0,1,0,True,False,False
EMP_0263,25.0,10.0,94935,No,1,0,0,0,1,0,False,False,True
EMP_0264,35.0,3.0,83370,No,0,0,0,1,1,0,True,False,False
EMP_0265,50.0,1.0,48328,Yes,1,0,0,0,1,0,False,False,True
EMP_0266,40.0,7.0,55534,No,0,1,0,0,1,0,False,False,True
EMP_0267,40.0,2.0,76320,No,0,0,1,0,1,0,False,False,True
EMP_0268,40.0,2.0,89170,No,0,0,1,0,0,1,False,False,True
EMP_0269,30.0,2.0,48640,Yes,0,1,0,0,1,0,True,False,False
EMP_0270,25.0,2.0,70049,No,0,0,0,1,1,0,True,False,False
EMP_0271,45.0,7.0,45618,No,0,0,0,1,1,0,False,False,True
EMP_0272,45.0,3.0,96053,No,0,0,1,0,0,1,False,False,True
EMP_0273,50.0,2.0,41920,No,1,0,0,0,1,0,True,False,False
EMP_0274,50.0,10.0,83937,No,0,0,0,1,0,1,False,False,True
EMP_0275,35.0,10.0,109724,No,0,0,0,1,1,0,False,False,True
EMP_0276,35.0,10.0,52207,No,0,1,0,0,1,0,False,False,True
EMP_0277,45.0,2.0,105774,No,0,1,0,0,0,1,False,True,False
EMP_0278,35.0,3.0,72972,No,1,0,0,0,1,0,False,False,True
EMP_0279,40.0,3.0,50799,No,0,0,0,1,0,1,False,True,False
EMP_0280,45.0,7.0,111088,Yes,0,0,0,1,0,1,False,False,True
EMP_0281,50.0,1.0,68916,No,0,1,0,0,1,0,True,False,False
EMP_0282,30.0,1.0,110463,No,0,0,0,1,1,0,False,True,False
EMP_0283,30.0,3.0,116700,No,0,0,1,0,1,0,False,True,False
EMP_0284,22.0,15.0,77158,No,0,1,0,0,1,0,False,False,True
EMP_0285,35.0,3.0,111696,No,1,0,0,0,0,1,False,False,True
EMP_0286,22.0,3.0,101510,No,0,1,0,0,0,1,False,True,False
EMP_0287,30.0,1.0,98692,Yes,0,0,0,1,1,0,True,False,False
EMP_0288,35.0,5.0,101744,No,1,0,0,0,0,1,True,False,False
EMP_0289,25.0,10.0,55810,No,0,1,0,0,0,1,False,False,True
EMP_0290,35.0,3.0,45126,No,0,0,1,0,1,0,True,False,False
EMP_0291,22.0,7.0,70009,No,0,0,1,0,0,1,True,False,False
EMP_0292,22.0,3.0,40192,No,0,1,0,0,0,1,False,False,True
EMP_0293,45.0,2.0,76413,No,0,0,1,0,1,0,True,False,False
EMP_0294,30.0,3.0,52816,Yes,0,0,1,0,0,1,False,False,True
EMP_0295,25.0,2.0,79082,No,0,0,1,0,1,0,False,True,False
EMP_0296,35.0,7.0,105048,Yes,1,0,0,0,0,1,False,False,True
EMP_0297,45.0,5.0,90940,No,0,0,1,0,1,0,False,True,False
EMP_0298,25.0,5.0,72130,No,0,0,1,0,0,1,False,True,False
EMP_0299,35.0,7.0,80142,No,0,0,1,0,0,1,True,False,False
EMP_0300,22.0,3.0,76468,No,1,0,0,0,1,0,True,False,False
EMP_0301,22.0,15.0,70698,No,0,1,0,0,1,0,True,False,False
EMP_0302,35.0,3.0,50655,No,0,0,0,1,1,0,False,False,True
EMP_0303,35.0,2.0,87897,Yes,0,0,1,0,1,0,True,False,False
EMP_0304,35.0,5.0,70075,No,0,1,0,0,0,1,False,True,False
EMP_0305,40.0,7.0,49359,Yes,0,0,1,0,0,1,True,False,False
EMP_0306,33.69500438212095,2.0,82056,No,1,0,0,0,0,1,True,False,False
EMP_0307,35.0,10.0,91831,No,0,1,0,0,1,0,False,False,True
EMP_0308,30.0,15.0,99191,No,1,0,0,0,0,1,False,False,True
EMP_0309,45.0,2.0,73272,No,0,0,1,0,0,1,False,True,False
EMP_0310,25.0,3.0,54671,No,0,0,1,0,1,0,False,False,True
EMP_0311,30.0,1.0,67048,No,1,0,0,0,1,0,True,False,False
EMP_0312,22.0,2.0,116274,No,0,0,0,1,0,1,False,False,True
EMP_0313,22.0,2.0,65963,No,1,0,0,0,1,0,False,True,False
EMP_0314,33.69500438212095,10.0,83954,No,0,0,1,0,0,1,True,False,False
EMP_0315,45.0,5.0,112309,No,1,0,0,0,0,1,False,True,False
EMP_0316,40.0,2.0,40717,No,0,0,0,1,1,0,False,False,True
EMP_0317,30.0,3.0,51676,No,1,0,0,0,0,1,False,False,True
EMP_0318,25.0,5.0,44434,No,0,0,0,1,1,0,False,True,False
EMP_0319,25.0,1.0,89810,Yes,0,0,0,1,1,0,True,False,False
EMP_0320,25.0,10.0,44994,Yes,1,0,0,0,0,1,False,False,True
EMP_0321,35.0,10.0,44234,No,1,0,0,0,0,1,False,False,True
EMP_0322,40.0,3.0,109300,No,0,1,0,0,0,1,True,False,False
EMP_0323,40.0,3.0,83949,Yes,0,0,1,0,1,0,False,False,True
EMP_0324,25.0,3.0,77405,No,0,0,0,1,0,1,False,True,False
EMP_0325,33.69500438212095,3.0,74872,No,0,1,0,0,1,0,False,False,True
EMP_0326,40.0,5.0,82215,No,1,0,0,0,1,0,False,False,True
EMP_0327,35.0,5.0,63185,No,0,0,1,0,0,1,True,False,False
EMP_0328,35.0,2.0,83442,No,0,1,0,0,1,0,False,True,False
EMP_0329,30.0,10.0,91759,No,0,0,0,1,0,1,True,False,False
EMP_0330,25.0,3.0,81153,No,0,1,0,0,0,1,False,False,True
EMP_0331,30.0,2.0,117535,No,0,0,0,1,0,1,False,False,True
EMP_0332,45.0,1.0,42581,Yes,1,0,0,0,0,1,True,False,False
EMP_0333,22.0,5.0,91717,No,0,0,1,0,0,1,True,False,False
EMP_0334,25.0,3.0,42763,No,0,0,1,0,0,1,True,False,False
EMP_0335,22.0,7.0,95480,No,0,0,1,0,0,1,False,True,False
EMP_0336,22.0,10.0,78759,No,1,0,0,0,1,0,False,False,True
EMP_0337,50.0,1.0,116067,No,0,0,0,1,0,1,True,False,False
EMP_0338,40.0,7.0,65307,Yes,1,0,0,0,1,0,False,False,True
EMP_0339,30.0,2.0,51064,No,0,0,1,0,1,0,False,True,False
EMP_0340,22.0,10.0,116848,No,1,0,0,0,1,0,False,True,False
EMP_0341,30.0,10.0,77548,No,1,0,0,0,0,1,False,True,False
EMP_0342,30.0,3.0,76945,No,1,0,0,0,1,0,False,True,False
EMP_0343,25.0,7.0,87937,No,0,0,0,1,1,0,False,False,True
EMP_0344,30.0,2.0,46476,Yes,0,1,0,0,0,1,False,True,False
EMP_0345,30.0,3.0,91756,No,0,1,0,0,0,1,False,True,False
EMP_0346,35.0,10.0,42382,No,1,0,0,0,1,0,True,False,False
EMP_0347,35.0,3.0,89683,No,0,1,0,0,0,1,False,True,False
EMP_0348,22.0,3.0,85276,No,0,1,0,0,0,1,True,False,False
EMP_0349,30.0,3.0,73402,No,1,0,0,0,0,1,False,True,False
EMP_0350,35.0,10.0,66946,Yes,1,0,0,0,0,1,False,True,False
EMP_0351,35.0,2.0,119698,No,0,0,1,0,1,0,True,False,False
EMP_0352,50.0,2.0,113933,No,0,1,0,0,0,1,False,True,False
EMP_0353,40.0,7.0,62335,No,0,0,0,1,0,1,False,False,True
EMP_0354,25.0,10.0,85095,No,1,0,0,0,0,1,False,False,True
EMP_0355,22.0,1.0,119930,Yes,0,0,1,0,1,0,False,True,False
EMP_0356,35.0,2.0,67197,No,0,0,0,1,1,0,False,False,True
EMP_0357,22.0,1.0,62010,Yes,0,1,0,0,0,1,True,False,False
EMP_0358,35.0,2.0,64123,Yes,0,0,1,0,0,1,False,True,False
